Date,Time,Time2,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume,Ignore
10/10/2019,7:00:00 AM,PM,8519.98,8542.1,8518.24,8535.13,401.243352,30:00.0,3424745.861,5903,280.027251,2390159.156,0
10/10/2019,7:30:00 AM,PM,8534.23,8556,8520,8554.13,595.250253,00:00.0,5081797.472,7128,276.216725,2358765.525,0
10/10/2019,8:00:00 AM,PM,8554.96,8579.96,8540.32,8563.38,972.289581,30:00.0,8326500.952,9224,495.916418,4247378.573,0
10/10/2019,8:30:00 AM,PM,8563.38,8563.47,8530.26,8552.3,598.113947,00:00.0,5110668.989,7482,298.156214,2547747.129,0
10/10/2019,9:00:00 AM,PM,8551.87,8589.81,8538.5,8547.84,772.29459,30:00.0,6614931.788,9696,412.969403,3537299.615,0
10/10/2019,9:30:00 AM,PM,8547.82,8548.97,8520,8546.76,467.300247,00:00.0,3987264.316,6489,225.914424,1927935.164,0
10/10/2019,10:00:00 AM,PM,8546,8570.01,8532.53,8540.53,456.793213,30:00.0,3907221.381,6145,200.13956,1712090.785,0
10/10/2019,10:30:00 AM,PM,8540,8569.5,8528.11,8561,395.220691,00:00.0,3379177.3,5443,184.959032,1581637.324,0
10/10/2019,11:00:00 AM,PM,8561.16,8568,8536.02,8538.02,369.304758,30:00.0,3158245.029,5068,172.085278,1471837.584,0
10/10/2019,11:30:00 AM,PM,8537.85,8564.85,8530,8558.03,365.728064,00:00.0,3126149.644,6401,199.558236,1705986.581,0
10/11/2019,12:00:00 PM,AM,8557.82,8572.91,8521,8529.91,639.806208,30:00.0,5467096.102,7538,293.468176,2507563.963,0
10/11/2019,12:30:00 PM,AM,8530.37,8535.35,8491.38,8502.41,969.593834,00:00.0,8250683.896,9467,426.995648,3633733.818,0
10/11/2019,1:00:00 AM,AM,8502.41,8517.31,8475,8511.48,690.920956,30:00.0,5870588.326,7402,351.897213,2990803.007,0
10/11/2019,1:30:00 AM,AM,8509.71,8528.81,8504.86,8525.32,434.827985,00:00.0,3703031.745,6011,232.296593,1978451.545,0
10/11/2019,2:00:00 AM,AM,8525.35,8527.6,8483.93,8519.29,598.9145,30:00.0,5095088.661,5884,255.794113,2175975.339,0
10/11/2019,2:30:00 AM,AM,8518.84,8527.98,8507.39,8508.85,439.880017,00:00.0,3745792.812,5157,264.819919,2255203.076,0
10/11/2019,3:00:00 AM,AM,8509.16,8544.74,8499.41,8534.47,501.779699,30:00.0,4274695.991,5558,283.238618,2413063.324,0
10/11/2019,3:30:00 AM,AM,8534.43,8557,8533.35,8553.35,484.723292,00:00.0,4142533.538,5819,280.417265,2396448.281,0
10/11/2019,4:00:00 AM,AM,8552.47,8559.42,8530.82,8548.47,366.864996,30:00.0,3134108.27,6322,188.459076,1610117.475,0
10/11/2019,4:30:00 AM,AM,8547.93,8711.11,8546.86,8698,3638.193529,00:00.0,31504957.14,24953,2233.31895,19329428.41,0
10/11/2019,5:00:00 AM,AM,8697.67,8779.51,8360,8419.31,7715.191307,30:00.0,66001442.18,46575,2950.159285,25290045.95,0
10/11/2019,5:30:00 AM,AM,8419.28,8472.08,8359,8444.01,3336.378048,00:00.0,28106029.83,19155,1648.342412,13890959.4,0
10/11/2019,6:00:00 AM,AM,8441.9,8445.52,8380,8415.28,1867.437978,30:00.0,15709249.87,12830,891.952934,7504558.603,0
10/11/2019,6:30:00 AM,AM,8414.21,8431.53,8371.45,8428.8,1308.524258,00:00.0,10997678.84,11090,678.494286,5703852.255,0
10/11/2019,7:00:00 AM,AM,8428.11,8435,8386.97,8393.98,960.558968,30:00.0,8079203.084,9147,473.610412,3984055.615,0
10/11/2019,7:30:00 AM,AM,8394,8410,8379,8387.69,982.047132,00:00.0,8243704.931,10572,579.492794,4864981.431,0
10/11/2019,8:00:00 AM,AM,8387.69,8389.37,8261.54,8334,3690.558171,30:00.0,30771136.46,21672,1681.718722,14016574.38,0
10/11/2019,8:30:00 AM,AM,8337.2,8366.37,8330.01,8355.79,958.095703,00:00.0,8003040.948,8663,515.225044,4303769.286,0
10/11/2019,9:00:00 AM,AM,8354.48,8379.65,8342.88,8360.66,698.967296,30:00.0,5843697.871,7750,322.727274,2697801.715,0
10/11/2019,9:30:00 AM,AM,8360.01,8369.45,8336.29,8348.78,566.442694,00:00.0,4733008.231,5704,289.482148,2419001.416,0
10/11/2019,10:00:00 AM,AM,8349.38,8362,8334.02,8352.71,518.440061,30:00.0,4328119.183,5524,348.7358,2911658.638,0
10/11/2019,10:30:00 AM,AM,8352.81,8379.35,8350,8367.51,666.850602,00:00.0,5578933.004,6157,351.930215,2943923.753,0
10/11/2019,11:00:00 AM,AM,8367.46,8368.28,8286,8340,1411.040282,30:00.0,11748792.83,12226,655.793903,5459755.47,0
10/11/2019,11:30:00 AM,AM,8339.18,8342.34,8279.96,8297.5,828.764064,00:00.0,6885006.611,8780,423.994876,3522884.072,0
10/11/2019,12:00:00 PM,PM,8299.43,8347.52,8270.16,8334.89,886.34385,30:00.0,7368102.045,9128,495.722269,4121933.106,0
10/11/2019,12:30:00 PM,PM,8334.89,8356.51,8320.26,8337.63,642.66425,00:00.0,5361737.107,8099,394.707764,3293363.195,0
10/11/2019,1:00:00 AM,PM,8337.62,8349.99,8321.16,8348.5,706.376099,30:00.0,5889765.107,7430,307.424013,2563493.537,0
10/11/2019,1:30:00 AM,PM,8348.5,8360,8330.16,8340.83,681.86424,00:00.0,5691550.734,7377,342.275382,2857118.275,0
10/11/2019,2:00:00 AM,PM,8340.14,8341.55,8296.67,8306.79,1011.43946,30:00.0,8412534.745,11084,466.736416,3882154.769,0
10/11/2019,2:30:00 AM,PM,8306.71,8335.99,8280.1,8318,861.034548,00:00.0,7158621.402,10008,535.26675,4450616.906,0
10/11/2019,3:00:00 AM,PM,8316.72,8340,8288.14,8323.71,1070.249004,30:00.0,8900610.722,12005,547.392394,4552495.6,0
10/11/2019,3:30:00 AM,PM,8321.61,8349.99,8310.11,8343.47,745.41645,00:00.0,6210926.119,8144,385.580998,3212837.845,0
10/11/2019,4:00:00 AM,PM,8343,8350,8277.77,8290,1331.756961,30:00.0,11062385.19,15133,549.745593,4566835.376,0
10/11/2019,4:30:00 AM,PM,8288.55,8345.56,8280.59,8343.46,1022.253262,00:00.0,8509930.427,12615,546.210128,4547313.223,0
10/11/2019,5:00:00 AM,PM,8342.82,8374,8326.91,8337.29,898.405508,30:00.0,7502296.385,12055,467.628939,3906257.659,0
10/11/2019,5:30:00 AM,PM,8337.29,8354.43,8330.32,8337.16,464.677878,00:00.0,3876639.536,6461,228.728588,1908272.402,0
10/11/2019,6:00:00 AM,PM,8337.79,8357.56,8323.6,8324.7,369.9579,30:00.0,3086438.541,6105,187.097526,1561091.472,0
10/11/2019,6:30:00 AM,PM,8323.99,8332.49,8302,8314.84,471.490017,00:00.0,3920512.042,7550,219.091169,1822225.716,0
10/11/2019,7:00:00 AM,PM,8312.94,8329.98,8307.48,8329.72,278.84698,30:00.0,2320047.171,4748,153.757828,1279376.791,0
10/11/2019,7:30:00 AM,PM,8329.36,8345,8325.06,8344.01,280.435012,00:00.0,2337223.403,5059,137.840932,1148980.51,0
10/11/2019,8:00:00 AM,PM,8342.96,8357.79,8319.63,8328.73,758.241005,30:00.0,6324881.885,10003,381.321379,3181393.796,0
10/11/2019,8:30:00 AM,PM,8329.13,8345.12,8320,8324.32,387.944341,00:00.0,3231322.199,7293,178.341536,1485689.864,0
10/11/2019,9:00:00 AM,PM,8323.05,8329.11,8310.49,8325.12,362.974631,30:00.0,3019501.92,6182,201.605793,1677085.209,0
10/11/2019,9:30:00 AM,PM,8326.47,8327.95,8300.01,8312.64,305.733285,00:00.0,2542245.34,5884,135.376942,1125868.185,0
10/11/2019,10:00:00 AM,PM,8311.31,8338,8311.23,8331.38,246.313179,30:00.0,2050674.319,4523,157.913925,1314787.379,0
10/11/2019,10:30:00 AM,PM,8331.36,8344.99,8312.31,8314.5,279.976638,00:00.0,2332860.48,5196,154.142046,1284428.355,0
10/11/2019,11:00:00 AM,PM,8314.5,8321.69,8288,8300.2,435.245027,30:00.0,3615801.97,6063,206.458231,1715754.472,0
10/11/2019,11:30:00 AM,PM,8299.32,8309.96,8212.38,8258.5,1630.843313,00:00.0,13468972.4,13717,615.284918,5083926.117,0
10/12/2019,12:00:00 PM,AM,8257.95,8299,8250,8288.44,632.993384,30:00.0,5238058.83,7121,368.411157,3048593.465,0
10/12/2019,12:30:00 PM,AM,8288.46,8307.99,8270.01,8272.38,559.099364,00:00.0,4635776.039,6689,337.726625,2800361.161,0
10/12/2019,1:00:00 AM,AM,8272.34,8298.9,8265,8294.97,595.157841,30:00.0,4931718.886,6636,297.361614,2464045.59,0
10/12/2019,1:30:00 AM,AM,8294.97,8331.26,8291.83,8308.74,888.20823,00:00.0,7385137.276,7867,399.996568,3324749.163,0
10/12/2019,2:00:00 AM,AM,8309.59,8331,8304.08,8317.47,346.621906,30:00.0,2883080.015,5909,187.29635,1557996.973,0
10/12/2019,2:30:00 AM,AM,8317.47,8318.48,8292.46,8302.48,329.222295,00:00.0,2733528.51,5019,181.107115,1503751.535,0
10/12/2019,3:00:00 AM,AM,8303.09,8314.53,8292.02,8295.01,416.107759,30:00.0,3455519.072,4923,292.46278,2428790.662,0
10/12/2019,3:30:00 AM,AM,8295.01,8324.63,8293.01,8308.3,288.26739,00:00.0,2396134.688,4405,148.772754,1236551.893,0
10/12/2019,4:00:00 AM,AM,8308.32,8331.46,8308.3,8321.31,474.504826,30:00.0,3948086.564,5305,252.693645,2102458.243,0
10/12/2019,4:30:00 AM,AM,8320.91,8329.92,8305.07,8314.09,415.108972,00:00.0,3452480.099,5071,177.135519,1473320.465,0
10/12/2019,5:00:00 AM,AM,8314.09,8338.53,8310.6,8336.59,444.992989,30:00.0,3706065.692,6353,237.879737,1981283.695,0
10/12/2019,5:30:00 AM,AM,8336.84,8354.82,8325,8330.82,493.605285,00:00.0,4117389.332,7098,279.623585,2332739.061,0
10/12/2019,6:00:00 AM,AM,8330.11,8352,8330.11,8337.52,356.596215,30:00.0,2974506.471,5529,199.525337,1664310.671,0
10/12/2019,6:30:00 AM,AM,8338.11,8358.99,8330.01,8340.93,500.4644,00:00.0,4175529.639,6228,274.618809,2291460.891,0
10/12/2019,7:00:00 AM,AM,8340.08,8348,8325.83,8332.82,329.447694,30:00.0,2746863.232,5431,164.079975,1368157.6,0
10/12/2019,7:30:00 AM,AM,8331.84,8346,8324.46,8338.62,273.749863,00:00.0,2281876.168,4858,151.155547,1260082.629,0
10/12/2019,8:00:00 AM,AM,8338.66,8348,8320,8331.03,489.206404,30:00.0,4076863.619,5928,235.312913,1961453.593,0
10/12/2019,8:30:00 AM,AM,8329.55,8347.55,8328,8341,336.217127,00:00.0,2804119.474,4623,197.62599,1648292.749,0
10/12/2019,9:00:00 AM,AM,8341,8369.98,8341,8345.67,734.236642,30:00.0,6134882.794,7536,385.37392,3220040.129,0
10/12/2019,9:30:00 AM,AM,8347.75,8359,8335.58,8336.68,342.598299,00:00.0,2860061.7,5018,159.936337,1335246.429,0
10/12/2019,10:00:00 AM,AM,8336.68,8337.03,8291,8316.24,982.162091,30:00.0,8165703.883,11621,438.746206,3648277.068,0
10/12/2019,10:30:00 AM,AM,8316.26,8321.48,8300.71,8311.44,473.750619,00:00.0,3938278.776,5816,264.866196,2202051.121,0
10/12/2019,11:00:00 AM,AM,8310.45,8334.6,8295.03,8332.82,559.803715,30:00.0,4656738.924,7056,386.296133,3213919.282,0
10/12/2019,11:30:00 AM,AM,8332.49,8343.5,8313.05,8321.41,329.688082,00:00.0,2745465.459,4971,172.901742,1439896.102,0
10/12/2019,12:00:00 PM,PM,8321.06,8334.82,8305.39,8305.9,286.66627,30:00.0,2385489.473,4667,142.828423,1188733.011,0
10/12/2019,12:30:00 PM,PM,8306.45,8336.99,8305.51,8331.91,300.90463,00:00.0,2503864.09,4972,189.58117,1577563.97,0
10/12/2019,1:00:00 AM,PM,8333.95,8340,8324.15,8331.4,372.271159,30:00.0,3101811.475,5121,212.984922,1774710.588,0
10/12/2019,1:30:00 AM,PM,8331.4,8335.95,8313.67,8332.71,285.70874,00:00.0,2378510.321,4851,153.501173,1277921.997,0
10/12/2019,2:00:00 AM,PM,8332.41,8333.35,8310,8315.74,325.464708,30:00.0,2707385.376,5081,198.048769,1647485.026,0
10/12/2019,2:30:00 AM,PM,8315.74,8400,8315.73,8385.18,1335.864149,00:00.0,11166514.38,11675,915.311241,7648307.408,0
10/12/2019,3:00:00 AM,PM,8388.17,8397.55,8347.52,8370.2,684.815756,30:00.0,5729686.913,8145,337.798792,2826542.128,0
10/12/2019,3:30:00 AM,PM,8370.59,8385,8358.05,8372.42,517.708936,00:00.0,4333661.193,6166,305.292777,2556066.083,0
10/12/2019,4:00:00 AM,PM,8372.44,8398.22,8322.81,8338.1,1045.476545,30:00.0,8736819.322,9502,525.561542,4395223.357,0
10/12/2019,4:30:00 AM,PM,8338.1,8352,8317,8333.72,517.097376,00:00.0,4310538.55,6417,229.189187,1911109.217,0
10/12/2019,5:00:00 AM,PM,8334.29,8345.71,8325,8336.09,386.482657,30:00.0,3221248.316,4430,223.79464,1865240.088,0
10/12/2019,5:30:00 AM,PM,8337.29,8342.97,8316.32,8322.67,387.488273,00:00.0,3227352.365,6102,187.191282,1559284.405,0
10/12/2019,6:00:00 AM,PM,8324.47,8324.47,8285,8319,618.051572,30:00.0,5134141.494,7589,292.853744,2433030,0
10/12/2019,6:30:00 AM,PM,8319.94,8329.69,8303.08,8306.28,272.215142,00:00.0,2264618.346,4791,146.633223,1220125.719,0
10/12/2019,7:00:00 AM,PM,8303.33,8326.95,8293.78,8319.09,390.901884,30:00.0,3246795.478,6575,240.261015,1995825.073,0
10/12/2019,7:30:00 AM,PM,8318.94,8325.46,8300.56,8309.86,219.400848,00:00.0,1824197.011,4580,114.793373,954451.8616,0
10/12/2019,8:00:00 AM,PM,8311.65,8335.97,8308.08,8316.09,208.772569,30:00.0,1737324.553,4732,119.115409,991458.1618,0
10/12/2019,8:30:00 AM,PM,8315.46,8340.62,8314.69,8335.95,224.002624,00:00.0,1865871.588,3930,151.647385,1263235.814,0
10/12/2019,9:00:00 AM,PM,8335.95,8345.34,8315.42,8320.82,240.504474,30:00.0,2003041.997,4550,133.425782,1111226.34,0
10/12/2019,9:30:00 AM,PM,8320.84,8339,8315.53,8332,240.854618,00:00.0,2004924.709,4261,165.948167,1381316.304,0
10/12/2019,10:00:00 AM,PM,8331.22,8344.35,8321.9,8329.51,228.038657,30:00.0,1900533.293,4256,143.659277,1197313.433,0
10/12/2019,10:30:00 AM,PM,8326.78,8337.43,8316.83,8321.07,228.209139,00:00.0,1900097.478,3369,111.757797,930448.5768,0
10/12/2019,11:00:00 AM,PM,8321.06,8329.66,8308.55,8321.94,190.354982,30:00.0,1583771.91,3801,107.428602,893880.158,0
10/12/2019,11:30:00 AM,PM,8322.78,8325,8292.7,8300.09,240.266998,00:00.0,1995787.815,4059,104.915298,871591.5072,0
10/13/2019,12:00:00 PM,AM,8301.98,8316.27,8276.33,8303.53,573.858403,30:00.0,4761908.232,6107,252.465421,2095974.472,0
10/13/2019,12:30:00 PM,AM,8304.1,8333.29,8303.83,8320.52,348.813669,00:00.0,2902676.795,5311,191.684009,1595165.282,0
10/13/2019,1:00:00 AM,AM,8320.28,8360,8316.83,8347.16,576.891521,30:00.0,4813371.878,6336,373.127092,3113521.416,0
10/13/2019,1:30:00 AM,AM,8348.3,8366,8331.55,8341.47,489.64933,00:00.0,4087764.218,7298,228.439503,1906926.328,0
10/13/2019,2:00:00 AM,AM,8341.47,8352.48,8337.06,8343.6,297.411679,30:00.0,2482172.636,4033,129.062555,1077206.51,0
10/13/2019,2:30:00 AM,AM,8342.33,8346.88,8325.84,8339.38,208.944066,00:00.0,1741782.953,3732,111.303497,927858.9289,0
10/13/2019,3:00:00 AM,AM,8338.99,8345.76,8327.62,8337.86,354.629368,30:00.0,2956607.789,3736,199.012795,1659327.086,0
10/13/2019,3:30:00 AM,AM,8337.84,8341.26,8326.27,8340.07,217.200646,00:00.0,1810402.848,3255,107.422005,895410.5818,0
10/13/2019,4:00:00 AM,AM,8341.26,8356.72,8330.23,8338.71,384.818809,30:00.0,3211142.835,4342,247.29964,2063787.067,0
10/13/2019,4:30:00 AM,AM,8338.77,8341.17,8326.18,8333.77,177.073711,00:00.0,1475608.947,3336,93.739533,781196.5264,0
10/13/2019,5:00:00 AM,AM,8332.42,8335.05,8316.45,8316.98,282.060672,30:00.0,2347442.661,4758,129.002292,1073737.029,0
10/13/2019,5:30:00 AM,AM,8316.98,8330.1,8313.31,8324.95,263.437272,00:00.0,2192361.786,4221,147.968001,1231448.594,0
10/13/2019,6:00:00 AM,AM,8325.1,8325.1,8312.57,8321.22,175.533645,30:00.0,1460017.293,4121,103.355078,859715.8595,0
10/13/2019,6:30:00 AM,AM,8320.07,8322.19,8306.46,8312.17,301.167638,00:00.0,2503571.672,5367,136.147982,1131915.657,0
10/13/2019,7:00:00 AM,AM,8312.15,8345.84,8309.09,8329.23,332.717376,30:00.0,2770954.668,5634,181.543103,1511990.638,0
10/13/2019,7:30:00 AM,AM,8329.12,8330.47,8313.05,8321.08,198.024805,00:00.0,1647587.623,3627,105.285269,876005.3446,0
10/13/2019,8:00:00 AM,AM,8319.7,8328.73,8316.15,8324.57,225.078579,30:00.0,1872801.004,3194,136.006755,1131666.351,0
10/13/2019,8:30:00 AM,AM,8324.61,8346.82,8324.52,8342.31,398.15814,00:00.0,3320021.053,5621,215.929167,1800630.161,0
10/13/2019,9:00:00 AM,AM,8343,8350.89,8330.33,8343.36,715.003009,30:00.0,5963783.523,8766,412.572174,3441318.77,0
10/13/2019,9:30:00 AM,AM,8343.36,8345,8321.01,8338.33,512.515822,00:00.0,4270321.697,5160,282.862046,2357002.613,0
10/13/2019,10:00:00 AM,AM,8338.29,8350.32,8332.21,8335.36,336.447228,30:00.0,2806660.532,4483,200.139306,1669714.624,0
10/13/2019,10:30:00 AM,AM,8335.09,8338.4,8326.5,8333.45,263.867338,00:00.0,2198935.184,4657,137.455701,1145582.099,0
10/13/2019,11:00:00 AM,AM,8334.28,8358.51,8329.74,8349.21,403.158105,30:00.0,3364646.625,5962,218.841294,1826350.057,0
10/13/2019,11:30:00 AM,AM,8349.23,8383,8337.02,8347.32,822.729845,00:00.0,6876782.27,10622,444.238408,3713735.027,0
10/13/2019,12:00:00 PM,PM,8348.31,8389,8344.39,8371.08,723.428963,30:00.0,6052099.093,8381,419.132584,3506813.991,0
10/13/2019,12:30:00 PM,PM,8371.82,8433.6,8349.99,8393.07,1666.944328,00:00.0,13995904.95,14472,860.747509,7227712.153,0
10/13/2019,1:00:00 AM,PM,8396.19,8409.49,8380.14,8398.12,670.154515,30:00.0,5627047.996,7612,375.723334,3155011.553,0
10/13/2019,1:30:00 AM,PM,8398.74,8439.32,8398.11,8411.02,774.234946,00:00.0,6518421.363,9190,387.648652,3263601.695,0
10/13/2019,2:00:00 AM,PM,8411.02,8419.16,8363.25,8395.12,914.648384,30:00.0,7672798.398,9088,489.220299,4104174.29,0
10/13/2019,2:30:00 AM,PM,8395.17,8417.98,8374.8,8400.96,642.95122,00:00.0,5403087.68,7451,329.205573,2766887.57,0
10/13/2019,3:00:00 AM,PM,8400.96,8418.18,8387,8390.74,373.436082,30:00.0,3136687.887,5108,188.363937,1582256.923,0
10/13/2019,3:30:00 AM,PM,8390.69,8411.99,8384.17,8403.8,458.239316,00:00.0,3847722.255,6248,272.502943,2288174.657,0
10/13/2019,4:00:00 AM,PM,8401.88,8449.66,8401.67,8444.99,1144.290609,30:00.0,9644167.176,12044,647.908594,5460833.354,0
10/13/2019,4:30:00 AM,PM,8444.48,8451.37,8419,8422.15,792.937263,00:00.0,6689908.108,7300,410.33196,3462316.464,0
10/13/2019,5:00:00 AM,PM,8422.95,8441.62,8420,8422,456.377578,30:00.0,3846914.939,6407,237.706468,2003791.768,0
10/13/2019,5:30:00 AM,PM,8421.99,8445.28,8412.06,8424.54,442.826699,00:00.0,3733431.733,5361,206.945968,1744827.344,0
10/13/2019,6:00:00 AM,PM,8424.02,8437.04,8420,8433.52,338.665518,30:00.0,2854692.424,4678,158.110949,1332694.098,0
10/13/2019,6:30:00 AM,PM,8433.52,8433.79,8415.91,8424.34,177.487901,00:00.0,1495069.8,3728,88.248642,743426.0058,0
10/13/2019,7:00:00 AM,PM,8423.55,8437.31,8420.37,8428.22,267.978371,30:00.0,2258433.219,4443,142.103377,1197540.741,0
10/13/2019,7:30:00 AM,PM,8428.55,8434.74,8424.19,8434.02,243.217011,00:00.0,2050208.849,3578,150.413662,1267948.665,0
10/13/2019,8:00:00 AM,PM,8434.02,8436.19,8160,8261.2,5140.104576,30:00.0,42475831.39,35195,1940.538966,16027299.96,0
10/13/2019,8:30:00 AM,PM,8261,8266.14,8208.9,8256.82,1010.648191,00:00.0,8331349.547,11275,495.946524,4088658.379,0
10/13/2019,9:00:00 AM,PM,8256.89,8258.32,8221.68,8241.28,575.554546,30:00.0,4743697.724,7189,298.181283,2457538.859,0
10/13/2019,9:30:00 AM,PM,8240.9,8253.77,8240,8248.31,339.445119,00:00.0,2798831.284,4848,164.100228,1353175.452,0
10/13/2019,10:00:00 AM,PM,8248.6,8283.94,8243.65,8273,554.093622,30:00.0,4577270.539,6561,304.285193,2513069.094,0
10/13/2019,10:30:00 AM,PM,8273,8295,8267.31,8282.4,436.308678,00:00.0,3612034.857,6201,196.84708,1629855.377,0
10/13/2019,11:00:00 AM,PM,8282.48,8312.54,8270,8290.07,580.092079,30:00.0,4811911.625,6053,363.755553,3017587.041,0
10/13/2019,11:30:00 AM,PM,8290.04,8292.58,8274.12,8275.01,257.483762,00:00.0,2132588.803,3961,123.04275,1019100.451,0
10/14/2019,12:00:00 PM,AM,8275.24,8275.99,8241.9,8274.6,511.419859,30:00.0,4223651.877,6664,272.300712,2248984.087,0
10/14/2019,12:30:00 PM,AM,8273.8,8277,8258.66,8273.06,246.264195,00:00.0,2036578.713,3887,108.349371,896018.3304,0
10/14/2019,1:00:00 AM,AM,8274.15,8284,8268,8282.01,324.430514,30:00.0,2684976.596,5273,169.604547,1403687.415,0
10/14/2019,1:30:00 AM,AM,8282.01,8295,8271,8286.91,404.99946,00:00.0,3354340.061,6034,150.346384,1245607.2,0
10/14/2019,2:00:00 AM,AM,8287.69,8309,8280.28,8301.99,448.262587,30:00.0,3718966.574,6157,184.207774,1528167.28,0
10/14/2019,2:30:00 AM,AM,8301,8303,8280.01,8286.66,363.361972,00:00.0,3012164.122,5100,177.191234,1468938.871,0
10/14/2019,3:00:00 AM,AM,8286.66,8308.29,8285,8290.02,333.397123,30:00.0,2765559.304,4473,186.591494,1547869.655,0
10/14/2019,3:30:00 AM,AM,8290,8298,8282.66,8289.03,319.633195,00:00.0,2649640.32,4299,127.489739,1056821.966,0
10/14/2019,4:00:00 AM,AM,8289.01,8291.27,8280,8287.01,206.10578,30:00.0,1707615.282,3712,83.495634,691803.1826,0
10/14/2019,4:30:00 AM,AM,8286.33,8291.12,8280,8280,322.344413,00:00.0,2669980.838,3597,129.205751,1070338.752,0
10/14/2019,5:00:00 AM,AM,8280,8309,8271,8297.67,666.615944,30:00.0,5523459.201,6213,237.174421,1965943.662,0
10/14/2019,5:30:00 AM,AM,8298.2,8326.83,8293.65,8311.32,1078.859433,00:00.0,8967616.856,8665,595.081158,4946818.769,0
10/14/2019,6:00:00 AM,AM,8311.31,8333.42,8303.07,8306.02,596.919778,30:00.0,4964975.166,6599,309.520088,2574891.64,0
10/14/2019,6:30:00 AM,AM,8306.67,8320.49,8297.19,8319.35,469.232896,00:00.0,3899937.909,5579,272.937035,2268597.526,0
10/14/2019,7:00:00 AM,AM,8319.35,8320,8300.12,8305,580.48464,30:00.0,4823657.109,6623,313.042307,2601039.651,0
10/14/2019,7:30:00 AM,AM,8304.98,8312,8280.44,8305.76,1065.54237,00:00.0,8845732.321,9155,525.224666,4359028.409,0
10/14/2019,8:00:00 AM,AM,8305.76,8320.07,8301.11,8309.91,788.128651,30:00.0,6551749.831,8473,353.65911,2939890.115,0
10/14/2019,8:30:00 AM,AM,8309.63,8310.92,8294.08,8308.18,808.177438,00:00.0,6708672.538,6933,576.150296,4782444.796,0
10/14/2019,9:00:00 AM,AM,8308.56,8325.62,8295.5,8302.42,694.255198,30:00.0,5770323.592,7086,441.78671,3672127.523,0
10/14/2019,9:30:00 AM,AM,8302.76,8304.99,8287.01,8299.99,444.297537,00:00.0,3686068.401,6778,238.690401,1980491.661,0
10/14/2019,10:00:00 AM,AM,8299.98,8316.01,8289.79,8308.59,400.4081,30:00.0,3324325.14,5795,238.895981,1983389.774,0
10/14/2019,10:30:00 AM,AM,8306.93,8315.76,8299.92,8307.06,659.213544,00:00.0,5475875.108,5600,412.600054,3427370.548,0
10/14/2019,11:00:00 AM,AM,8307.03,8307.4,8282.1,8292.32,432.352853,30:00.0,3587049.824,6463,221.036285,1833896.943,0
10/14/2019,11:30:00 AM,AM,8292.76,8306.19,8277,8280.32,469.215782,00:00.0,3890967.798,5371,219.755253,1822628.689,0
10/14/2019,12:00:00 PM,PM,8280.08,8284.02,8242.22,8263.2,1235.266535,30:00.0,10209186.59,11268,519.26402,4292059.131,0
10/14/2019,12:30:00 PM,PM,8263.41,8278.41,8252.84,8256,556.202369,00:00.0,4597288.235,7954,250.291438,2069062.243,0
10/14/2019,1:00:00 AM,PM,8256.03,8290,8250,8275.8,594.046789,30:00.0,4912849.224,7715,342.802718,2835066.29,0
10/14/2019,1:30:00 AM,PM,8276.41,8290,8268.67,8286.73,330.365814,00:00.0,2735091.3,5726,177.826373,1472279.066,0
10/14/2019,2:00:00 AM,PM,8286.73,8291.47,8271.15,8273.95,309.996286,30:00.0,2566760.342,5509,152.866053,1265803.495,0
10/14/2019,2:30:00 AM,PM,8273.93,8283.84,8260.16,8262.09,383.379045,00:00.0,3170467.682,6273,183.833497,1520239.704,0
10/14/2019,3:00:00 AM,PM,8263.72,8276.31,8256,8271.29,552.60095,30:00.0,4568977.363,6674,336.633387,2783258.981,0
10/14/2019,3:30:00 AM,PM,8271.46,8276.33,8247.02,8251.94,607.431575,00:00.0,5017938.303,7659,370.750492,3062885.485,0
10/14/2019,4:00:00 AM,PM,8254.05,8263.7,8203,8231.01,1128.407668,30:00.0,9292491.698,12474,593.713991,4890693.063,0
10/14/2019,4:30:00 AM,PM,8231.03,8388.85,8230.9,8332.83,2873.285438,00:00.0,23931753.67,23761,1636.381815,13627485.6,0
10/14/2019,5:00:00 AM,PM,8331.11,8355,8323.51,8335.27,1214.176374,30:00.0,10126092.03,10732,562.316195,4689778.595,0
10/14/2019,5:30:00 AM,PM,8334.24,8340,8320.01,8326.97,758.419093,00:00.0,6316414.767,7391,361.419093,3010028.526,0
10/14/2019,6:00:00 AM,PM,8325.68,8348.37,8325,8340.2,578.981143,30:00.0,4827434.943,7445,296.689498,2473751.946,0
10/14/2019,6:30:00 AM,PM,8341.86,8356.18,8329.48,8354.42,473.379119,00:00.0,3949295.273,6478,272.131585,2270686.249,0
10/14/2019,7:00:00 AM,PM,8354.84,8377,8329.14,8346.96,621.712319,30:00.0,5191394.771,8490,350.934541,2930331.467,0
10/14/2019,7:30:00 AM,PM,8346.95,8350,8319.97,8327.96,506.831132,00:00.0,4224331.48,7063,213.478519,1779567.825,0
10/14/2019,8:00:00 AM,PM,8327.96,8344.5,8320,8336.04,370.131774,30:00.0,3084564.656,5464,186.637906,1555553.179,0
10/14/2019,8:30:00 AM,PM,8337.14,8339.31,8325.38,8338.14,223.560998,00:00.0,1862961.351,4108,111.937908,932803.6249,0
